"Time","flow"
2024-06-03 20:21:07,5.72
2024-06-03 20:06:10,7.04
2024-06-03 19:50:27,6.72
2024-06-03 19:35:27,7.16
2024-06-03 19:20:27,6.08
2024-06-03 19:05:27,6.68
2024-06-03 18:50:27,6.76
2024-06-03 18:35:27,5.16
2024-06-03 18:20:27,7.08
2024-06-03 18:05:27,4.48
2024-06-03 17:50:27,6.16
2024-06-03 17:35:27,4.76
2024-06-03 17:20:27,4.56
2024-06-03 17:05:27,3.84
2024-06-03 16:50:27,4.64
2024-06-03 16:35:27,5.96
2024-06-03 16:20:27,4.72
2024-06-03 16:05:35,4.80
2024-06-04 11:53:06,6.00
2024-06-04 11:38:06,6.40
2024-06-04 11:23:06,6.64
2024-06-04 11:08:06,7.08
2024-06-04 10:53:06,7.48
2024-06-04 10:38:06,7.40
2024-06-04 10:23:06,7.44
2024-06-04 10:08:06,8.72
2024-06-04 09:53:06,6.16
2024-06-04 09:38:06,6.72
2024-06-04 09:23:06,6.12
2024-06-04 09:08:06,4.84
2024-06-04 08:53:06,6.80
2024-06-04 08:38:06,5.44
2024-06-04 08:23:06,7.20
2024-06-04 08:08:14,8.00
2024-06-04 19:54:27,7.84
2024-06-04 19:39:27,7.00
2024-06-04 19:24:27,8.60
2024-06-04 19:09:27,5.76
2024-06-04 18:54:27,5.40
2024-06-04 15:53:47,5.44
2024-06-04 15:38:47,4.88
2024-06-04 15:23:47,5.56
2024-06-04 15:08:47,4.96
2024-06-04 14:53:47,5.44
2024-06-04 14:38:47,5.72
2024-06-04 14:23:47,5.68
2024-06-04 14:08:47,6.08
2024-06-04 13:53:47,6.92
2024-06-04 13:38:47,6.44
2024-06-04 13:23:47,6.84
2024-06-04 13:08:47,6.76
2024-06-04 12:53:47,8.08
2024-06-04 12:38:47,7.16
2024-06-04 12:23:47,7.40
2024-06-04 12:08:55,8.52
2024-06-04 18:39:27,7.08
2024-06-04 18:24:27,6.92
2024-06-04 18:09:27,5.84
2024-06-04 17:54:27,6.04
2024-06-04 17:39:27,6.12
2024-06-04 17:24:27,6.32
2024-06-04 17:09:26,5.56
2024-06-04 16:54:26,6.00
2024-06-04 16:39:26,5.92
2024-06-04 16:24:26,4.80
2024-06-04 16:09:35,5.20
2024-06-04 23:55:07,4.88
2024-06-04 23:40:07,4.72
2024-06-04 23:25:07,4.36
2024-06-04 23:10:07,5.36
2024-06-04 22:55:07,5.84
2024-06-04 22:40:07,6.48
2024-06-04 22:25:07,5.44
2024-06-04 22:10:07,6.32
2024-06-04 21:55:07,5.32
2024-06-04 21:40:07,5.20
2024-06-04 21:25:07,5.48
2024-06-04 21:10:07,7.28
2024-06-04 20:55:07,7.48
2024-06-04 20:40:07,6.84
2024-06-04 20:25:07,8.28
2024-06-04 20:10:15,8.12
2024-06-05 03:55:46,1.76
2024-06-05 03:40:46,1.72
2024-06-05 03:25:46,1.84
2024-06-05 03:10:46,2.20
2024-06-05 02:55:46,2.84
2024-06-05 02:40:46,5.32
2024-06-05 02:25:46,5.16
2024-06-05 02:10:46,4.40
2024-06-05 01:55:46,2.20
2024-06-05 01:40:46,1.88
2024-06-05 01:25:46,1.76
2024-06-05 01:10:46,1.96
2024-06-05 00:55:46,2.20
2024-06-05 00:40:46,2.40
2024-06-05 00:25:46,2.64
2024-06-05 00:10:55,4.48
2024-06-05 07:56:26,6.24
2024-06-05 07:41:26,6.44
2024-06-05 07:26:26,5.92
2024-06-05 07:11:26,4.92
2024-06-05 06:56:26,6.44
2024-06-05 06:41:26,7.28
2024-06-05 06:26:26,5.32
2024-06-05 06:11:26,2.96
2024-06-05 05:56:26,1.96
2024-06-05 05:41:26,2.12
2024-06-05 05:26:26,2.12
2024-06-05 05:11:26,2.00
2024-06-05 04:56:26,1.84
2024-06-05 04:41:26,1.92
2024-06-05 04:26:26,1.84
2024-06-05 04:11:34,1.88
2024-06-05 11:57:07,6.16
2024-06-05 11:42:07,5.64
2024-06-05 11:27:07,6.04
2024-06-05 11:12:07,5.24
2024-06-05 10:57:07,6.52
2024-06-05 10:42:07,6.44
2024-06-05 10:27:07,5.96
2024-06-05 10:12:07,6.20
2024-06-05 09:57:07,6.72
2024-06-05 09:42:07,6.60
2024-06-05 09:27:07,6.72
2024-06-05 09:12:07,7.88
2024-06-05 08:57:07,6.64
2024-06-05 08:42:07,6.24
2024-06-05 08:27:07,8.44
2024-06-05 08:12:11,6.68
2024-06-05 15:57:46,4.80
2024-06-05 15:42:46,5.92
2024-06-05 15:27:46,5.00
2024-06-05 15:12:46,4.92
2024-06-05 14:57:46,5.36
2024-06-05 14:42:46,5.76
2024-06-05 14:27:46,4.88
2024-06-05 14:12:46,5.40
2024-06-05 13:57:46,5.04
2024-06-05 13:42:46,5.44
2024-06-05 13:27:46,6.40
2024-06-05 13:12:46,7.52
2024-06-05 12:57:46,6.56
2024-06-05 12:42:46,8.28
2024-06-05 12:27:46,7.36
2024-06-05 12:12:55,5.76
2024-06-05 19:58:27,6.04
2024-06-05 19:43:27,6.28
2024-06-05 19:28:27,7.24
2024-06-05 19:13:27,8.88
2024-06-05 18:58:27,7.84
2024-06-05 18:43:27,7.32
2024-06-05 18:28:27,6.00
2024-06-05 18:13:27,5.72
2024-06-05 17:58:27,7.76
2024-06-05 17:43:27,5.92
2024-06-05 17:28:27,6.04
2024-06-05 17:13:27,5.80
2024-06-05 16:58:27,6.96
2024-06-05 16:43:27,6.24
2024-06-05 16:28:27,6.32
2024-06-05 16:13:35,6.60
2024-06-05 23:59:06,4.68
2024-06-05 23:44:06,3.48
2024-06-05 23:29:06,2.96
2024-06-05 23:14:06,3.20
2024-06-05 22:59:06,4.04
2024-06-05 22:44:06,5.80
2024-06-05 22:29:06,3.56
2024-06-05 22:14:06,4.64
2024-06-05 21:59:06,5.28
2024-06-05 21:44:06,6.52
2024-06-05 21:29:06,8.20
2024-06-05 21:14:06,8.72
2024-06-05 20:59:06,8.20
2024-06-05 20:44:06,8.20
2024-06-05 20:29:06,9.00
2024-06-05 20:14:10,6.04
2024-06-06 03:59:47,0.52
2024-06-06 03:44:47,0.76
2024-06-06 03:29:47,1.48
2024-06-06 03:14:47,0.56
2024-06-06 02:59:47,0.84
2024-06-06 02:44:47,4.72
2024-06-06 02:29:47,4.40
2024-06-06 02:14:47,4.24
2024-06-06 01:59:47,0.56
2024-06-06 01:44:47,0.48
2024-06-06 01:29:47,0.88
2024-06-06 01:14:47,0.48
2024-06-06 00:59:47,0.72
2024-06-06 00:44:47,0.88
2024-06-06 00:29:47,0.76
2024-06-06 00:14:55,2.72
2024-06-06 08:00:26,4.96
2024-06-06 07:45:26,5.08
2024-06-06 07:30:26,4.84
2024-06-06 07:15:26,6.84
2024-06-06 07:00:26,7.88
2024-06-06 06:45:26,4.96
2024-06-06 06:30:26,3.36
2024-06-06 06:15:26,1.88
2024-06-06 06:00:26,0.60
2024-06-06 05:45:26,0.76
2024-06-06 05:30:26,0.88
2024-06-06 05:15:26,0.72
2024-06-06 05:00:26,0.60
2024-06-06 04:45:26,0.60
2024-06-06 04:30:26,0.76
2024-06-06 04:15:34,0.56
2024-06-06 12:01:16,5.56
2024-06-06 11:46:16,3.80
2024-06-06 11:31:16,5.12
2024-06-06 11:16:16,4.96
2024-06-06 11:01:16,6.40
2024-06-06 10:46:16,6.40
2024-06-06 10:31:16,8.00
2024-06-06 10:16:16,8.12
2024-06-06 10:01:16,5.96
2024-06-06 09:46:16,4.84
2024-06-06 09:31:16,6.68
2024-06-06 09:16:16,6.48
2024-06-06 09:01:16,6.92
2024-06-06 08:46:16,5.00
2024-06-06 08:31:16,6.28
2024-06-06 08:16:16,6.68
2024-06-06 16:01:46,4.40
2024-06-06 15:46:46,4.28
2024-06-06 15:31:46,4.04
2024-06-06 15:16:46,3.80
2024-06-06 15:01:46,3.92
2024-06-06 14:46:46,4.96
2024-06-06 14:31:46,4.68
2024-06-06 14:16:46,5.60
2024-06-06 14:01:46,4.80
2024-06-06 13:46:46,4.84
2024-06-06 13:31:46,4.72
2024-06-06 13:16:46,3.96
2024-06-06 13:01:46,5.08
2024-06-06 12:46:46,7.16
2024-06-06 12:31:46,6.96
2024-06-06 12:16:55,6.40
2024-08-30 21:47:28,3.76
2024-08-30 21:32:28,3.08
2024-08-30 21:17:28,4.12
2024-08-30 21:02:28,5.24
2024-08-30 20:47:28,5.64
2024-08-30 20:32:28,7.88
2024-08-30 20:17:28,7.64
2024-08-30 20:02:28,8.88
2024-08-30 19:47:28,6.76
2024-06-06 20:02:27,5.76
2024-06-06 19:47:27,5.72
2024-06-06 19:32:27,6.72
2024-06-06 19:17:27,6.52
2024-06-06 19:02:27,7.64
2024-06-06 18:47:27,8.44
2024-06-06 18:32:27,6.36
2024-06-06 18:17:27,6.88
2024-06-06 18:02:27,5.32
2024-06-06 17:47:27,6.00
2024-06-06 17:32:27,5.00
2024-06-06 17:17:27,4.56
2024-06-06 17:02:27,4.76
2024-06-06 16:47:27,3.92
2024-06-06 16:32:27,3.44
2024-06-06 16:17:36,4.16
2024-06-07 00:03:06,3.16
2024-06-06 23:48:06,4.08
2024-06-06 23:33:06,4.00
2024-06-06 23:18:06,3.24
2024-06-06 23:03:06,3.80
2024-06-06 22:48:06,4.52
2024-06-06 22:33:06,3.84
2024-06-06 22:18:06,3.56
2024-06-06 22:03:06,3.48
2024-06-06 21:48:06,3.96
2024-06-06 21:33:06,4.00
2024-06-06 21:18:06,3.76
2024-06-06 21:03:06,4.44
2024-06-06 20:48:06,7.48
2024-06-06 20:33:06,5.04
2024-06-06 20:18:15,6.32
2024-06-07 04:03:47,0.36
2024-06-07 03:48:47,0.32
2024-06-07 03:33:47,0.44
2024-06-07 03:18:47,0.24
2024-06-07 03:03:47,0.36
2024-06-07 02:48:47,3.68
2024-06-07 02:33:47,4.44
2024-06-07 02:18:47,4.00
2024-06-07 02:03:47,1.80
2024-06-07 01:48:47,0.36
2024-06-07 01:33:47,0.44
2024-06-07 01:18:47,0.44
2024-06-07 01:03:47,0.76
2024-06-07 00:48:47,0.96
2024-06-07 00:33:47,0.64
2024-06-07 00:18:51,1.92
2024-06-07 08:04:27,6.24
2024-06-07 07:49:27,6.20
2024-06-07 07:34:27,4.88
2024-06-07 07:19:27,3.72
2024-06-07 07:04:27,4.96
2024-06-07 06:49:27,3.36
2024-06-07 06:34:27,2.88
2024-06-07 06:19:27,2.08
2024-06-07 06:04:27,1.16
2024-06-07 05:49:27,0.68
2024-06-07 05:34:27,0.64
2024-06-07 05:19:27,0.44
2024-06-07 05:04:27,0.36
2024-06-07 04:49:27,0.40
2024-06-07 04:34:27,0.32
2024-06-07 04:19:36,0.40
2024-06-07 12:05:06,5.32
2024-06-07 11:50:06,5.28
2024-06-07 11:35:06,5.24
2024-06-07 11:20:06,6.04
2024-06-07 11:05:06,7.60
2024-06-07 10:50:06,5.80
2024-06-07 10:35:06,6.68
2024-06-07 10:20:06,7.64
2024-06-07 10:05:06,5.72
2024-06-07 09:50:06,6.48
2024-06-07 09:35:06,6.24
2024-06-07 09:20:06,6.36
2024-06-07 09:05:06,7.68
2024-06-07 08:50:06,6.60
2024-06-07 08:35:06,6.48
2024-06-07 08:20:15,6.12
2024-08-30 19:32:28,8.40
2024-08-30 19:17:28,6.72
2024-08-30 19:02:28,6.60
2024-08-30 18:47:28,4.68
2024-08-30 18:32:28,4.88
2024-06-07 16:05:47,8.96
2024-06-07 15:50:47,3.48
2024-06-07 15:35:47,3.00
2024-06-07 15:20:47,4.92
2024-06-07 15:05:47,4.88
2024-06-07 14:50:47,4.36
2024-06-07 14:35:47,3.24
2024-06-07 14:20:47,4.48
2024-06-07 14:05:47,4.36
2024-06-07 13:50:47,4.24
2024-06-07 13:35:47,4.24
2024-06-07 13:20:47,4.20
2024-06-07 13:05:47,5.16
2024-06-07 12:50:47,6.12
2024-06-07 12:35:47,6.84
2024-06-07 12:20:50,4.68
2024-06-07 20:06:27,5.04
2024-06-07 19:51:27,5.48
2024-06-07 19:36:27,6.52
2024-06-07 19:21:27,4.64
2024-06-07 19:06:27,5.64
2024-06-07 18:51:27,5.80
2024-06-07 18:36:27,9.08
2024-06-07 18:21:27,6.56
2024-06-07 18:06:27,6.76
2024-06-07 17:51:27,5.80
2024-06-07 17:36:27,5.00
2024-06-07 17:21:27,4.44
2024-06-07 17:06:27,5.36
2024-06-07 16:51:27,4.56
2024-06-07 16:36:27,5.24
2024-06-07 16:21:35,3.64
2024-06-08 00:07:06,3.80
2024-06-07 23:52:06,3.40
2024-06-07 23:37:06,3.84
2024-06-07 23:22:06,3.20
2024-06-07 23:07:06,3.00
2024-06-07 22:52:06,4.72
2024-06-07 22:37:06,3.28
2024-06-07 22:22:06,5.36
2024-06-07 22:07:06,3.96
2024-06-07 21:52:06,4.12
2024-06-07 21:37:06,4.04
2024-06-07 21:22:06,4.04
2024-06-07 21:07:06,4.40
2024-06-07 20:52:06,4.12
2024-06-07 20:37:06,5.12
2024-06-07 20:22:15,5.68
2024-06-08 04:07:46,0.68
2024-06-08 03:52:46,0.84
2024-06-08 03:37:46,0.68
2024-06-08 03:22:46,0.64
2024-06-08 03:07:46,0.64
2024-06-08 02:52:46,2.80
2024-06-08 02:37:46,5.04
2024-06-08 02:22:46,4.44
2024-06-08 02:07:46,2.52
2024-06-08 01:52:46,0.72
2024-06-08 01:37:46,0.88
2024-06-08 01:22:46,1.04
2024-06-08 01:07:46,0.88
2024-06-08 00:52:46,0.96
2024-06-08 00:37:46,1.28
2024-06-08 00:22:50,1.56
2024-06-08 08:08:27,5.32
2024-06-08 07:53:27,4.36
2024-06-08 07:38:27,3.96
2024-06-08 07:23:27,3.48
2024-06-08 07:08:27,3.12
2024-06-08 06:53:27,2.84
2024-06-08 06:38:27,2.68
2024-06-08 06:23:27,2.76
2024-06-08 06:08:27,0.80
2024-06-08 05:53:27,0.92
2024-06-08 05:38:27,0.92
2024-06-08 05:23:27,0.96
2024-06-08 05:08:27,0.72
2024-06-08 04:53:27,0.88
2024-06-08 04:38:27,0.76
2024-06-08 04:23:35,0.84
2024-06-08 12:09:07,7.40
2024-06-08 11:54:07,6.88
2024-06-08 11:39:07,8.52
2024-06-08 11:24:07,7.96
2024-06-08 11:09:07,7.40
2024-06-08 10:54:07,6.44
2024-06-08 10:39:07,5.76
2024-06-08 10:24:07,5.04
2024-06-08 10:09:07,5.44
2024-06-08 09:54:07,5.72
2024-06-08 09:39:07,7.64
2024-06-08 09:24:07,5.80
2024-06-08 09:09:07,4.76
2024-06-08 08:54:07,6.96
2024-06-08 08:39:07,8.84
2024-06-08 08:24:15,5.24
2024-08-30 18:17:28,5.44
2024-08-30 18:02:31,5.64
2024-06-08 16:09:46,4.60
2024-06-08 15:54:46,5.80
2024-06-08 15:39:46,6.04
2024-06-08 15:24:46,5.32
2024-06-08 15:09:46,6.08
2024-06-08 14:54:46,6.20
2024-06-08 14:39:46,4.40
2024-06-08 14:24:46,4.88
2024-06-08 14:09:46,4.04
2024-06-08 13:54:46,6.00
2024-06-08 13:39:46,5.80
2024-06-08 13:24:46,6.00
2024-06-08 13:09:46,6.56
2024-06-08 12:54:46,7.12
2024-06-08 12:39:46,6.32
2024-06-08 12:24:55,5.44
2024-06-08 20:10:26,4.64
2024-06-08 19:55:26,5.48
2024-06-08 19:40:26,5.60
2024-06-08 19:25:26,7.44
2024-06-08 19:10:26,4.48
2024-06-08 18:55:26,5.20
2024-06-08 18:40:26,5.32
2024-06-08 18:25:26,4.04
2024-06-08 18:10:26,5.28
2024-06-08 17:55:26,5.68
2024-06-08 17:40:26,6.44
2024-06-08 17:25:26,4.60
2024-06-08 17:10:26,4.76
2024-06-08 16:55:26,5.64
2024-06-08 16:40:26,5.44
2024-06-08 16:25:34,5.76
2024-06-09 00:11:07,2.52
2024-06-08 23:56:07,2.84
2024-06-08 23:41:07,3.60
2024-06-08 23:26:07,4.04
2024-06-08 23:11:07,3.64
2024-06-08 22:56:07,3.60
2024-06-08 22:41:07,3.44
2024-06-08 22:26:07,4.44
2024-06-08 22:11:07,5.20
2024-06-08 21:56:07,4.68
2024-06-08 21:41:07,4.56
2024-06-08 21:26:07,4.80
2024-06-08 21:11:07,4.08
2024-06-08 20:56:07,5.72
2024-06-08 20:41:07,4.36
2024-06-08 20:26:15,4.60
2024-06-09 04:11:46,0.60
2024-06-09 03:56:46,0.64
2024-06-09 03:41:46,0.76
2024-06-09 03:26:46,0.60
2024-06-09 03:11:46,0.64
2024-06-09 02:56:46,1.60
2024-06-09 02:41:46,4.96
2024-06-09 02:26:46,4.40
2024-06-09 02:11:46,3.56
2024-06-09 01:56:46,0.68
2024-06-09 01:41:46,0.84
2024-06-09 01:26:46,0.76
2024-06-09 01:11:46,0.76
2024-06-09 00:56:46,1.16
2024-06-09 00:41:46,0.84
2024-06-09 00:26:55,1.20
2024-06-09 08:12:37,3.84
2024-06-09 07:57:37,4.16
2024-06-09 07:42:37,4.44
2024-06-09 07:27:37,3.68
2024-06-09 07:12:37,2.76
2024-06-09 06:57:37,2.88
2024-06-09 06:42:37,2.64
2024-06-09 06:27:37,2.88
2024-06-09 06:12:37,1.44
2024-06-09 05:57:37,1.04
2024-06-09 05:42:37,0.92
2024-06-09 05:27:37,0.88
2024-06-09 05:12:37,0.64
2024-06-09 04:57:37,0.76
2024-06-09 04:42:37,0.64
2024-06-09 04:27:45,0.84
2024-06-09 16:13:56,3.48
2024-06-09 15:58:56,4.04
2024-06-09 15:43:56,6.48
2024-06-09 15:28:56,4.64
2024-06-09 15:13:56,4.60
2024-06-09 14:58:56,11.28
2024-06-09 14:43:56,6.48
2024-06-09 14:28:56,6.24
2024-06-09 14:13:56,7.24
2024-06-09 13:58:56,6.28
2024-06-09 13:43:56,6.92
2024-06-09 13:28:56,5.00
2024-06-09 13:13:56,5.84
2024-06-09 12:58:56,5.20
2024-06-09 12:43:56,5.08
2024-06-09 12:29:04,5.52
2024-06-09 12:13:16,5.04
2024-06-09 11:58:16,6.00
2024-06-09 11:43:16,4.64
2024-06-09 11:28:16,7.96
2024-06-09 11:13:16,5.24
2024-06-09 10:58:16,5.92
2024-06-09 10:43:16,5.92
2024-06-09 10:28:16,5.80
2024-06-09 10:13:16,6.28
2024-06-09 09:58:16,6.60
2024-06-09 09:43:16,5.88
2024-06-09 09:28:16,5.44
2024-06-09 09:13:16,5.84
2024-06-09 08:58:16,4.76
2024-06-09 08:43:16,4.48
2024-06-09 08:28:24,5.16
2024-08-28 01:36:07,1.64
2024-08-28 01:21:07,1.60
2024-08-28 01:06:07,1.80
2024-08-28 00:51:07,1.88
2024-08-28 00:36:07,2.00
2024-08-28 00:21:07,2.48
2024-08-28 00:06:07,4.20
2024-08-27 23:51:07,4.12
2024-08-27 23:36:07,4.44
2024-08-27 23:21:07,4.84
2024-08-27 23:06:07,4.80
2024-08-27 22:51:07,7.08
2024-08-27 22:36:07,6.80
2024-08-27 22:21:07,5.24
2024-08-27 22:06:07,4.80
2024-08-27 21:51:16,5.80
2024-06-09 20:14:36,3.64
2024-06-09 19:59:36,4.36
2024-06-09 19:44:36,4.60
2024-06-09 19:29:36,4.80
2024-06-09 19:14:36,4.44
2024-06-09 18:59:36,5.16
2024-06-09 18:44:36,5.64
2024-06-09 18:29:36,5.00
2024-06-09 18:14:36,5.76
2024-06-09 17:59:36,4.20
2024-06-09 17:44:36,5.12
2024-06-09 17:29:36,6.52
2024-06-09 17:14:36,5.32
2024-06-09 16:59:36,4.60
2024-06-09 16:44:36,4.52
2024-06-09 16:29:45,3.88
2024-06-10 04:15:56,0.44
2024-06-10 04:00:56,0.44
2024-06-10 03:45:56,0.40
2024-06-10 03:30:56,0.40
2024-06-10 03:15:56,0.44
2024-06-10 03:00:56,1.56
2024-06-10 02:45:56,4.48
2024-06-10 02:30:56,4.52
2024-06-10 02:15:56,4.20
2024-06-10 02:00:56,0.76
2024-06-10 01:45:56,0.80
2024-06-10 01:30:56,0.60
2024-06-10 01:15:56,0.48
2024-06-10 01:00:56,0.64
2024-06-10 00:45:56,0.84
2024-06-10 00:31:04,0.72
2024-06-10 08:16:36,3.44
2024-06-10 08:01:36,2.88
2024-06-10 07:46:36,2.80
2024-06-10 07:31:36,3.12
2024-06-10 07:16:36,3.36
2024-06-10 07:01:36,2.84
2024-06-10 06:46:36,2.36
2024-06-10 06:31:36,2.32
2024-06-10 06:16:36,1.68
2024-06-10 06:01:36,0.72
2024-06-10 05:46:36,0.48
2024-06-10 05:31:36,0.64
2024-06-10 05:16:36,0.52
2024-06-10 05:01:36,0.48
2024-06-10 04:46:36,0.52
2024-06-10 04:31:44,0.60
2024-06-10 00:15:16,2.72
2024-06-10 00:00:16,3.56
2024-06-09 23:45:16,3.00
2024-06-09 23:30:16,2.88
2024-06-09 23:15:16,3.32
2024-06-09 23:00:16,4.12
2024-06-09 22:45:16,3.60
2024-06-09 22:30:16,3.80
2024-06-09 22:15:16,3.24
2024-06-09 22:00:16,3.24
2024-06-09 21:45:16,4.44
2024-06-09 21:30:16,3.96
2024-06-09 21:15:16,4.40
2024-06-09 21:00:16,3.44
2024-06-09 20:45:16,4.60
2024-06-09 20:30:24,4.32
2024-06-10 12:17:16,5.88
2024-06-10 12:02:16,5.88
2024-06-10 11:47:16,4.96
2024-06-10 11:32:16,4.48
2024-06-10 11:17:16,5.52
2024-06-10 11:02:16,4.88
2024-06-10 10:47:16,6.04
2024-06-10 10:32:16,4.16
2024-06-10 10:17:16,5.16
2024-06-10 10:02:16,4.28
2024-06-10 09:47:16,4.00
2024-06-10 09:32:16,4.32
2024-06-10 09:17:16,4.68
2024-06-10 09:02:16,4.20
2024-06-10 08:47:16,3.52
2024-06-10 08:32:24,3.80
2024-08-30 05:44:47,1.04
2024-08-30 05:29:47,0.88
2024-08-30 05:14:47,0.72
2024-08-30 04:59:47,0.84
2024-08-30 04:44:47,1.04
2024-08-30 04:29:47,0.80
2024-08-30 04:14:47,0.84
2024-08-30 03:59:47,0.92
2024-08-30 03:44:47,0.72
2024-08-30 03:29:47,0.68
2024-08-30 03:14:47,0.80
2024-08-30 02:59:47,1.28
2024-08-30 02:44:47,5.32
2024-08-30 02:29:47,4.64
2024-08-30 02:14:47,4.24
2024-08-30 01:59:56,0.72
2024-06-10 16:17:56,4.80
2024-06-10 16:02:56,5.36
2024-06-10 15:47:56,5.20
2024-06-10 15:32:56,4.72
2024-06-10 15:17:56,4.48
2024-06-10 15:02:56,7.04
2024-06-10 14:47:56,7.60
2024-06-10 14:32:56,5.24
2024-06-10 14:17:56,5.24
2024-06-10 14:02:56,4.00
2024-06-10 13:47:56,3.96
2024-06-10 13:32:56,4.60
2024-06-10 13:17:56,4.44
2024-06-10 13:02:56,4.84
2024-06-10 12:47:56,5.08
2024-06-10 12:33:04,5.88
2024-06-10 20:18:36,4.80
2024-06-10 20:03:36,5.12
2024-06-10 19:48:36,5.44
2024-06-10 19:33:36,5.64
2024-06-10 19:18:36,5.60
2024-06-10 19:03:36,6.80
2024-06-10 18:48:36,7.20
2024-06-10 18:33:36,6.08
2024-06-10 18:18:36,5.16
2024-06-10 18:03:36,5.00
2024-06-10 17:48:36,4.96
2024-06-10 17:33:36,4.92
2024-06-10 17:18:36,5.48
2024-06-10 17:03:36,5.88
2024-06-10 16:48:36,4.80
2024-06-10 16:33:44,5.24
2024-06-11 00:19:16,1.76
2024-06-11 00:04:16,3.08
2024-06-10 23:49:16,3.24
2024-06-10 23:34:16,3.24
2024-06-10 23:19:16,3.64
2024-06-10 23:04:16,3.60
2024-06-10 22:49:16,3.24
2024-06-10 22:34:16,3.84
2024-06-10 22:19:16,3.44
2024-06-10 22:04:16,3.84
2024-06-10 21:49:16,3.92
2024-06-10 21:34:16,5.60
2024-06-10 21:19:16,5.72
2024-06-10 21:04:16,5.28
2024-06-10 20:49:16,6.08
2024-06-10 20:34:20,6.32
2024-06-11 04:19:56,0.36
2024-06-11 04:04:56,0.36
2024-06-11 03:49:56,0.44
2024-06-11 03:34:56,0.36
2024-06-11 03:19:56,0.36
2024-06-11 03:04:56,0.44
2024-06-11 02:49:56,3.24
2024-06-11 02:34:56,4.68
2024-06-11 02:19:56,4.00
2024-06-11 02:04:56,1.68
2024-06-11 01:49:56,0.48
2024-06-11 01:34:56,0.48
2024-06-11 01:19:56,0.60
2024-06-11 01:04:56,0.72
2024-06-11 00:49:56,0.92
2024-06-11 00:35:04,0.92
2024-06-11 12:21:26,7.68
2024-06-11 12:06:26,5.28
2024-06-11 11:51:26,4.60
2024-06-11 11:36:26,6.48
2024-06-11 11:21:26,6.24
2024-06-11 11:06:26,6.32
2024-06-11 10:51:26,7.48
2024-06-11 10:36:26,8.24
2024-06-11 10:21:26,7.08
2024-06-11 10:06:26,8.32
2024-06-11 09:51:26,6.20
2024-06-11 09:36:26,6.32
2024-06-11 09:21:26,6.24
2024-06-11 09:06:26,6.68
2024-06-11 08:51:26,6.08
2024-06-11 08:36:34,7.72
2024-06-11 16:22:04,5.08
2024-06-11 16:07:04,4.76
2024-06-11 15:52:04,5.00
2024-06-11 15:37:04,5.28
2024-06-11 15:22:04,5.16
2024-06-11 15:07:04,4.88
2024-06-11 14:52:04,4.88
2024-06-11 14:37:04,5.00
2024-06-11 14:22:04,4.44
2024-06-11 14:07:04,4.80
2024-06-11 13:52:04,5.32
2024-06-11 13:37:04,6.64
2024-06-11 13:22:04,6.28
2024-06-11 13:07:04,5.64
2024-06-11 12:52:04,7.56
2024-06-11 12:37:13,9.36
2024-06-11 08:20:46,8.32
2024-06-11 08:05:46,6.20
2024-06-11 07:50:46,6.20
2024-06-11 07:35:46,6.44
2024-06-11 07:20:46,5.60
2024-06-11 07:05:46,4.80
2024-06-11 06:50:46,5.08
2024-06-11 06:35:46,7.40
2024-06-11 06:20:46,3.44
2024-06-11 06:05:46,0.72
2024-06-11 05:50:46,0.56
2024-06-11 05:35:46,0.76
2024-06-11 05:20:46,0.56
2024-06-11 05:05:46,0.48
2024-06-11 04:50:46,0.44
2024-06-11 04:35:46,0.40
2024-06-11 20:22:46,7.08
2024-06-11 20:07:46,5.24
2024-06-11 19:52:46,6.28
2024-06-11 19:37:46,6.56
2024-06-11 19:22:46,6.76
2024-06-11 19:07:46,6.00
2024-06-11 18:52:46,7.72
2024-06-11 18:37:46,6.40
2024-06-11 18:22:46,5.44
2024-06-11 18:07:46,4.68
2024-06-11 17:52:46,5.84
2024-06-11 17:37:46,5.76
2024-06-11 17:22:46,4.64
2024-06-11 17:07:46,4.48
2024-06-11 16:52:46,5.16
2024-06-11 16:37:54,5.84
2024-06-12 00:23:26,1.04
2024-06-12 00:08:26,3.20
2024-06-11 23:53:26,3.16
2024-06-11 23:38:26,3.12
2024-06-11 23:23:26,3.72
2024-06-11 23:08:26,4.80
2024-06-11 22:53:26,3.96
2024-06-11 22:38:26,6.84
2024-06-11 22:23:26,4.20
2024-06-11 22:08:26,3.72
2024-06-11 21:53:26,4.68
2024-06-11 21:38:26,4.64
2024-06-11 21:23:26,5.40
2024-06-11 21:08:26,3.28
2024-06-11 20:53:26,6.96
2024-06-11 20:38:34,5.24
2024-06-12 04:24:06,0.32
2024-06-12 04:09:06,0.36
2024-06-12 03:54:06,0.24
2024-06-12 03:39:06,0.40
2024-06-12 03:24:06,0.40
2024-06-12 03:09:06,0.32
2024-06-12 02:54:06,2.24
2024-06-12 02:39:06,4.96
2024-06-12 02:24:06,4.08
2024-06-12 02:09:06,2.92
2024-06-12 01:54:06,0.48
2024-06-12 01:39:06,0.44
2024-06-12 01:24:06,0.28
2024-06-12 01:09:06,0.56
2024-06-12 00:54:06,0.56
2024-06-12 00:39:15,0.96
2024-06-12 08:24:45,4.96
2024-06-12 08:09:45,4.68
2024-06-12 07:54:45,3.92
2024-06-12 07:39:45,4.44
2024-06-12 07:24:45,5.12
